	splice1	splice2	splice3	splice4	splice5	splice6	splice7	splice8	splice9	splice10	gene1	gene2	gene3	gene4	gene5	gene6	gene7	gene8	gene9	gene10
person11	0.23247435992663074	1.3215988801929743	-1.0409357436426345	-0.2692721683889597	-2.4164297379321007	0.4467741643661898	-0.8712660014177361	0.8056277410208259	-0.006434039983828589	-1.2764813015888432	-0.38116036160173566	-0.3663143245205199	1.2035641912113444	-0.48689157147404927	0.5730858686926834	0.2015657038492673	-0.7032929116683962	-1.7200152432119848	0.33822072755323834	0.048678904870892915
person12	-0.17060311474640563	-0.16484434824501068	-0.8612854931907858	-0.0906176895103903	0.3125047389766471	0.21736389725953287	-0.3023595822286275	0.3847099574512024	-0.011051501708602945	0.07220187395470955	-0.9801481605851103	1.2302852517876361	0.1504404378292556	0.8189828286297361	-1.0551159466824132	-0.9959863431682502	0.05673116511534158	-1.1300900694627014	0.1680450931946965	-0.3983837995392907
person13	-0.0265613122200936	-0.5531118562944536	-1.256610712792411	-0.04148975632187722	-0.3395886504319136	1.2787773470571882	0.2253402249310296	-1.2651992314154006	0.5826655381378106	-0.2924530761102221	-0.0488814021404526	-0.1349531698814428	-0.7527353165260945	-0.5573729992296258	0.5871835596706632	-0.37902776878246536	-0.6504812189683861	0.8621633732779048	-0.574265382085635	0.7859404896933372
person14	0.388306561737681	-0.5582868355602062	-0.5854424595076843	0.3114356026918979	-0.9638764915602274	0.8031176016690085	-0.8193902306138737	-0.8895972027141869	-0.2630937941265052	0.1832220971711811	-0.4219567467682784	0.20480743720045588	-0.7853213530133597	-1.1825436461794063	-0.02936077233259227	-0.23514684329146768	-0.9205882436825161	-1.4914267601023672	-2.6555913310261055	-0.8664140868987945
person15	-1.5700964984784667	1.672564095803372	1.6919152756352194	-0.5933131781687533	0.18379037529385572	1.7014862909103854	-0.6621429237639229	-0.1811468728063267	1.4556042526633728	0.9760169287076583	0.48165144605945676	-0.9333443422862765	0.5730894014546233	1.0759241650467324	-1.1694856799616618	-0.28386743648956575	0.23689110281342327	-1.177710366692436	-0.3954306123793535	1.1200854304909231
person16	-1.1233878584600405	0.6184909614429575	1.7396922937011667	0.22448051007160405	0.8778978431728698	-0.7506826069813131	1.9717383488786	-0.3762064454009989	-0.9619865006450216	-0.020853174845028317	-0.03381313902725876	1.2523178415082743	-0.3432572470958586	0.34096374492890835	0.16210850231883386	0.08658067494877579	2.546227386288853	1.2370788478589847	0.16757340481070168	-0.8426160280421741
person17	-1.734335069329411	-0.9292122387025332	-1.5898068841099502	0.7497977176283633	1.6493886629168215	0.5822333676714149	0.7839857822224661	-0.6966665537748677	0.5921041552686689	-0.19617494634809793	-0.20070348985778302	0.20447095613235766	-0.3705740513382101	-1.3266661314835755	-0.6939900326365995	-0.7238323675580965	1.247384795714012	1.5898856434289395	0.37162404717582814	0.7895975582025022
person18	2.2955845512260704	1.3356898184343278	-1.0661243339642101	0.0009099787202135538	-1.616409386854155	1.0851411937147468	1.8300783196681754	0.28899989571278756	0.8090074245025499	-0.6713841367689115	-0.3373996340208979	1.342525671896927	0.37122071195904044	-0.32603564569549986	-0.1474879515518488	-0.953148061202468	0.6957224977777935	-1.2636174664920694	-0.23720685347626808	0.21633578078386934
person19	0.5367729467833835	-0.35123299788286066	-0.032445437284706634	-0.9208283111796693	-0.16482303159567976	-0.6311202543268863	0.5745761243730493	-2.20694487774977	1.927936314746303	2.1551018645969124	0.6812585763574984	0.7064198066526007	-0.8221036227496898	0.22034730195215083	0.8407340322446828	0.7281313167398374	-0.4550644555878516	-0.7793584636728721	0.7804658192232586	-0.3483679836639045
person20	-0.39350316448022826	-1.7229970477476186	0.8129878447768214	0.38282111350527864	-0.09024526473133973	-0.06032460858830852	-0.21099845907011586	1.346516029133926	-0.011896175001024521	0.04543515530591075	0.5915821482433631	0.050058392081474334	0.3140380584381964	-0.6793846613790185	1.1832954790384753	0.1348754459627562	0.24388182581840867	0.679301263202329	1.4198087078161723	0.46479998964119595
person21	0.43884353751347843	0.3431934279529003	0.3413165650121238	0.3360132576396696	-0.9270651515136464	0.94761083518765	-0.9064543411043282	0.000601755084993832	0.4388884546726583	-2.1059671744162487	1.0546378227003215	1.0771544959056472	-0.45353911147351794	-0.2706354779963463	-0.7491818582795312	-0.004670084335997765	-1.5660900410807128	-0.9967270373499195	-0.0013741793288189698	0.35393288134495926
person22	-0.9955656794578884	-0.43758877424394627	-0.7543496018856395	0.44013235704121173	0.7108728618644164	1.494134647848392	0.3924875573647302	0.3844474177029022	-0.5868957045929979	0.3062896639576584	-1.3868311865685758	-0.4696901883535854	-1.6898995553134502	0.7920852145484018	0.2762804280380709	-0.4616922997989903	-0.23095725559189498	0.5630254548688303	-1.70863566420005	-1.0510853708806314
person23	0.893002817020942	0.21494879397072414	1.7374611868585927	2.236049407016462	-1.4729703690870888	-0.18868559741129984	0.39329878908897686	2.5324985222201546	-1.1544162915373435	-0.26034454851868133	-0.04290559461205724	0.24270988394713292	-0.29277650095107677	-1.3660000467698334	-0.7506625255891064	-0.8646860097930111	-1.7637736770461945	-2.1082625653852145	-0.42525099892980534	-1.326647798406869
person24	0.7000820414964072	1.1011957410280315	-2.033083213883952	-0.53296984534275	0.21619813650878233	-1.182741877998115	-1.0908526530459957	2.1667862454553033	0.1318894295195408	0.6643624300303089	-0.38927616350765654	0.06344381116819064	-1.5313958417200186	-0.030132496689445173	-0.17083592492073435	-0.900760505311491	0.7715791700059215	0.7778842581425832	-0.32988954880306975	-0.35316745343371614
person25	-0.08497390768191354	0.9719744381547488	-1.1904122022203838	0.4897625818486038	3.1226613983071476	-0.257080021573179	1.8272340097643962	-0.9212458427639585	2.0162871249076764	-0.35325276247679654	-0.29025211862877615	-2.908007842838505	-0.6477973252064506	-0.9226512280386941	-0.6365917070920231	-0.6542698340165626	-0.6701675102701182	1.1430025231810983	0.1130580513832829	0.43715597039243176
person26	0.5548644439242476	0.1481896305937098	2.1070368383369487	0.25568907897721355	-0.7506573287860973	-1.9966862127766165	1.052990900701866	-1.4521966162570097	-0.9840996474816063	-0.7898823089572132	0.498633636619469	0.8927941921708399	0.6914331657871765	0.8362678200179854	-1.9346834101340786	0.512896758475719	0.6626852347581843	-0.623789383256476	-0.7705123979513405	-1.61294994235687
person27	-0.8200294768190106	-0.15805192670667143	-0.4926647645539871	-0.6330179248244346	1.367984122356552	0.4062984236631307	0.7746501243172722	-0.2695953246928796	0.07283507274431554	-0.4881233472338583	0.06982693846853426	-0.7877050590600616	-0.8118188137392107	-0.05585806419383356	-1.610467654412839	-0.36466477320027163	0.2870566612212655	0.510939277199918	0.6587865973184758	0.36827760573937873
person28	-1.475286748851553	-1.2518787159682478	0.5171037803075371	0.413800308637626	0.21695242825245498	-0.26375471454633803	0.7164731459075973	-0.5012174636994665	-0.8992331569207834	0.25608735125495125	-1.5414956464611478	1.0098398499827048	-0.05696773908148351	-0.12659938370301138	-1.3702197862978942	0.0015944616249255192	-0.4154732128830586	1.025680901730745	0.49729964126305404	1.101642940395722
person29	1.0222576744002327	0.3637550587543439	-1.0852648103871423	-0.03742307698189318	2.0346226037199524	-1.3654064998675282	0.06747350135286573	-2.0213877599910828	-0.6773072212916493	-0.17150627742878125	-0.43385241859468865	0.3100190532618609	0.8684922880383723	-0.5408127201972696	-1.4058944484958797	-0.17246486809258924	0.6015930420283602	-1.026243597823088	0.04768001903251594	-0.3329168417527154
person30	0.29993855958947485	0.12517525512594196	-0.170936974799308	-2.1006163703879053	0.1182009940814485	1.1632907751958317	-0.4220246592793329	-1.0248777552482051	-1.7466991071483795	-1.536559370893081	0.06490870922653515	-0.9669105830325503	-0.584222237370168	-0.17675657893761387	-0.9894022700264908	-1.0098563312683013	-1.270519748939818	0.24218743532688955	0.988546232791548	-0.12012683129569562
person31	0.024056674884588278	-0.9577851498381408	0.5731899947157559	0.7790509980862002	-1.4762597924870329	0.9425856460273178	0.13426376343344446	-0.30297813882640934	-1.8586042927197757	-0.4766950894270212	-0.6748365408257027	0.34351937356479656	1.2256337985729238	-2.0620824131348594	0.8416487372951158	-0.8742557862805073	0.6833851833301602	0.008199469295763458	-1.0512380570018072	-1.4555058479704606
person32	0.39520086604104	-1.9251352533498343	-0.8554157705900088	-0.1201023416250404	-2.277132771637537	-1.1035110056767523	0.25857256399118206	-0.37740180594829614	1.4564978493548626	1.3116037856283744	-1.427818579039405	1.4254103277190386	0.07574821712334483	-0.9873082354739479	0.15358814159205916	0.0757859477170937	0.1219782521930847	-0.426940562947159	-1.387084458954293	-1.2598639680805868
person33	-1.3986808662051282	-1.789530949459763	-0.11020879334434056	0.14925310540132067	0.8263494906346655	0.6551824289921125	0.0026636016107141596	-0.7933816451981955	0.6700545743862064	1.761344972856786	0.9087017659804644	-0.3249864512684941	-0.06507390333563486	-1.413356333998958	0.9288579741146187	-0.8734829573254885	0.012947715811436278	-0.0206552904563782	-1.0504910554898905	0.23604580081018153
person34	-1.001386193331007	1.6920248911280655	0.8890335571773802	0.28054156671724906	-0.4288174059255608	-0.9224444204355079	0.9727093908733649	-1.0915005086376575	0.24346094425518797	-0.49036343933409504	0.26390657789894384	0.343027074940224	-0.71124446999404	0.6160051276375804	1.0946741224455079	1.0816726603468307	-0.0104018081610512	0.7189049644990088	0.8563534312214733	0.03199971617434095
person35	1.8523327759326191	-0.533789422608549	-1.1022853083184656	1.4295157289242086	-0.21726494355363887	-0.7207395666274916	0.5183648420352405	0.5007401360447695	0.056095458620699354	-0.7895196532152372	0.983370918645897	0.18794327275465122	-1.602766316643761	2.3479360535211855	-1.339093696356674	-0.341784618854139	-0.16385998657736164	-1.0800155160751008	-0.09074573919285393	0.021497087990590608
person36	0.0222508345772338	0.9000822916424043	-0.7006593684205906	1.6070299141320268	-0.6349346378297375	-2.929747446088941	0.7220398412118514	1.2387774065377117	-0.039294909737271455	1.2825632777333165	-1.0892428537725853	0.6722670819876609	1.8908438993039756	0.3366970764602052	1.1188603068826994	0.8605177377825639	-0.40554496848346944	1.4675148100182696	0.9312935338140876	0.888972700903833
person37	-1.5351730211625847	0.37443416689745274	-0.9682522200954676	-0.449632901078995	1.5443104014572862	0.4332921729007266	-2.5918680445349187	0.4953999676766409	1.9322283909420908	-1.9611972300467932	1.806426867381604	1.268590232378782	0.20767319933803124	0.06394038138114108	1.6514348524334113	1.0046988575879514	-1.1575378367587228	1.6482879589791664	1.129995555550981	2.2491421808384233
person38	-1.8199335259235483	-0.7809212931787637	-0.04829625340507427	-0.14435003474132158	0.09150991041229822	1.7656643028323609	2.206719134205233	-1.4217771780912138	1.1840097461377084	0.4895988946150001	0.11921995533445033	-1.8434112530620372	-0.5118076268669618	0.15808618787836218	0.2602563730688277	2.887886587619418	-0.22208655552183584	1.5329408105435078	-0.36106658930957053	1.1385657158091933
person39	-0.025294907773390704	1.0197844645007583	0.43991492624712003	0.18388450845404952	-0.4355336951107527	-0.1345270463877937	1.558379646919574	0.4868804262709832	-0.3758262395616653	-1.1030117418340166	1.9943386811686319	-0.3207149391480829	1.590370553928761	0.7269201123704196	1.1997669067646102	1.2438785801247014	-0.036318425823343235	-2.108593722169277	0.9044155857524763	-1.3201535785033371
person40	0.7613199412313915	-0.12055448393744773	-1.575339680576211	0.844184528604833	-0.9069055403684516	0.5024793044404219	0.3490557152452572	0.08461784040164234	1.2234623359077164	-0.6509518005886913	-1.383366877244073	0.15378648058862418	-1.0936129938188135	0.5380656664607394	2.0081867046789887	0.580357902571711	0.96238850658632	0.8535728470932753	-1.2639693134063328	-0.5322118330917261
person41	-0.6486637506150907	0.5463980457963782	-0.340123814746154	1.078994485638647	0.19630608611831343	0.5509416055752089	1.4272286866196007	-0.8211701468557072	-0.4572320862325393	0.8342412375010568	-2.2274652444133594	2.1340263343777037	-1.6361384647027792	0.6807330750574175	-0.21610898032021417	-1.601422065212723	1.7659383731085991	-0.22519369164222616	2.0280842471038563	-1.2229974574232034
person42	-0.6306713152346237	-1.1095127704330714	-1.2411053411418569	0.12599325861190022	1.0875598789491872	0.5549691397480315	0.7743851047953993	1.0659764834163057	0.7211454500361598	0.3616961845033698	0.36889606113558104	0.9172039586110953	-0.93609124552623	-1.4038959987912905	1.2051125251131714	-0.9887316112926406	-1.478203199160806	0.588192645946489	-0.40886153264189357	1.2554221260942484
person43	-0.41244314876214655	0.3118808236171579	0.3569319304007467	1.5091565333096402	0.779575732250199	-0.2841374751886792	-0.37092887459448715	0.02970647953220168	1.294139311522378	2.0770668418893425	0.2923987120115304	-0.43683484148023055	-0.18003087031131748	0.37266988084003944	2.31748905807412	1.878162014767245	-1.2119088381039438	-0.6734009726120436	-0.6275782929862845	0.30666622015950107
person44	1.266347628929371	-2.0337244356014628	-0.4417268542244781	0.18538043085001338	-0.11965747521306584	1.5476088630496219	-0.6259447191027042	-0.8304781210310012	-0.442082081607183	1.849863874623351	0.16280186004390265	0.1023813185573124	2.1388084117794057	-0.208560922414889	-0.5170456511498221	-0.11793727590409132	-0.29679320791373554	-0.2941626777339609	1.4028268669958412	0.5279406468867941
person45	1.268143421080711	0.7175000278774618	1.5522632048177238	-0.15373437566229925	-1.0444687844280742	0.19200487175709557	0.19999788048281333	-1.1484832947312134	-0.631853679668387	1.416071761019549	-2.1887586496256537	2.4088892732836626	0.6265960613336696	-1.0424035965765792	-0.5899082633224446	-0.6701386917240935	0.04237297096836314	-0.4739207320772209	-2.353024922768873	-0.45334496457645856
person46	0.6981089189632745	-0.8093589358633658	-0.5910496458318043	-0.7254272287101851	0.48556750816631333	-1.459021761370568	-0.7317771826382494	-0.8616047366116248	0.23532663913716606	1.1607494834737735	1.497268303888238	-1.5939305533929808	1.923458983472698	-1.6425035457022314	-1.0555873625089804	-0.2787899331749602	-0.6691720050683444	-0.4712073330549991	0.47256821468340177	0.2449240669032737
person47	2.0101952736606	-0.4292864231750921	0.06036864971673738	-0.23054063146683573	1.5282604031077278	-0.6859753702680985	0.9438881317864664	-0.6245085706814002	-0.9773190755294482	-0.8241797411695362	2.4048583154770187	-0.2551291053122186	0.6015331366468896	0.23933077295361188	-1.7951665617808938	-1.2149167580610458	0.8839744359800762	0.5976210150844739	0.19564563684217837	1.5819400273924689
person48	0.10286673711349485	0.223317284344847	1.3484473765403167	0.06861488001064425	0.6807506081106173	-0.20111521537345659	0.6719962453693104	0.8808328353423341	0.23641876567687703	-0.6801335013426355	-1.8906700499052527	-0.5288188359627042	-0.10753798951439715	1.1361187228105796	-1.3181740377354114	1.1711832909273896	-0.6989985017392569	0.11645293094985398	-0.628551505776772	-1.0018996340030415
person49	-0.8615692175956201	0.4775196648277523	-0.5953941994526394	-2.340373510232764	-0.9055652891337671	-0.3436912178225715	-1.0673308170648856	0.5101555769013376	-0.5659442729972892	-0.8537119685202472	-0.6539957733073368	0.8416979280499108	-0.6440381327723397	-1.5437406181672064	1.5620028391518097	-0.17773209406061602	-1.1366633155256418	1.1408881317162982	0.15344440125530853	-1.4610080463355504
person50	1.9783096586591733	-0.8372173686323812	1.1493417532541372	-0.55123342554475	-0.08825622243605959	-0.4830938184835544	-0.019067595380532435	0.26952739172962903	1.136188884422827	-0.648034090681606	-1.8232391646293884	-1.2496019788062451	0.2623910899979654	0.6799873990829881	-0.20004062436452505	-0.7960369282701764	0.734611497261219	0.1066220506483524	1.560029222026607	-0.20873411535276057
person51	1.1461028636727235	-2.262494667081293	1.957218218865568	-1.1032071630061124	-0.22660181014006517	1.4777537138325638	1.7529412044130017	0.6232000250203891	1.0535699156863827	-0.2701348167941219	0.13630984065387422	0.9840476033765287	0.0523260256241591	-0.9655759555482105	0.7651870527135799	0.9822588923064659	2.1752972960120025	-1.3545247650709227	-0.10777367641657624	-2.054462124059467
person52	2.447388804275134	-1.8471274640280257	0.33330748268425864	-0.7707617385590143	0.5675477631104642	1.393910293770715	-0.7819351769087515	1.2882588906276395	0.7998587975277045	0.2796402771619621	0.46741912809869635	0.16058289761164046	-0.054244598262779484	0.09580070785306251	-0.8740351689557057	0.3168165483236242	2.4858894219537175	-1.0145885558066725	-0.43400115173229503	0.4601248093420975
person53	1.0970574580326033	1.6984842758519103	-0.05701044707121888	-0.4811026395646472	0.8626664015865058	0.2880760596418475	-1.6222638940144753	0.20484588972142312	0.2795131423150448	-1.0642877740257015	1.0058894868925703	0.13329817397085483	-0.2692115847872437	-1.409818982541689	-1.3820673873845375	0.19004966038372684	-0.6972967328154296	-0.22716449174643022	1.125491996820751	-1.2655555499202837
person54	-0.29215927964623506	-1.709742320125197	1.0598532141922454	-0.6762206243416159	-1.1470841597848047	0.9470086104346116	-0.6553268598871834	-1.7897684281137793	0.32589252959687254	-2.292965230502179	-0.6563779611641081	-0.08185625944378913	-0.038463018345027813	0.05473869158365381	-2.0674181217763454	-0.5066566318217481	-1.3643374518392832	0.5303529043050763	1.5569256105113132	-1.920205551145801
person55	-1.5801770978295728	0.0032548246515215614	-1.0471184874016044	0.2869697658565683	-0.030823461755284574	-0.32562897446716027	0.3394358381214646	-0.539146715200181	-1.037108673660322	-0.5572007733111227	-0.714704774124323	0.49153698455365274	-1.03281023185195	-0.5997721523506334	-0.3395744821011975	1.1450678171286668	0.0389922017755512	0.9306804868997965	1.430352425659764	0.41420969957689746
person56	0.46727601716484013	1.171806776691869	-1.157802807112904	-1.2591855242038488	0.23879318882407694	1.796255713793012	0.6011797334158485	1.2849055741805306	0.18712804105097036	1.1154432181557248	-0.4522926556306275	1.2332965753108613	0.9370391264889033	-1.922084003530875	0.06401589618316568	0.5478446324202161	-0.6026738789376698	-0.2688108546625436	-0.6311516232779313	-0.3399945038244276
person57	0.8979388123173823	0.6765553266338739	0.028631242259753508	-0.43795961903207503	1.0667921434384477	-1.440762678418237	-1.1763683881607454	-0.43462852952694997	0.26617344108085583	0.4041347760834816	-0.9345352598896439	0.07440747643939422	-1.1426577768936468	-1.0012423461096767	-0.29338352264309997	0.2860064703829831	0.212812750584989	0.9674492063414819	-0.5810495934571632	1.2743597569379823
person58	0.4786818150569301	-0.788023119332774	1.030620878756824	0.15953686757903812	-0.9970133904814564	1.91377273141318	-0.35349124230469015	0.2973308723607491	-0.9216438238820492	0.11816241975007634	-2.3054197504674767	1.2874043641097803	0.1432778342792837	-0.1485681288148048	-0.2962640669656701	-0.4352814100755979	-0.24764174672151631	1.573537982051844	0.23673473523866262	-0.7552131129115303
person59	-1.0892789028134318	0.9959792356616922	0.854946629359908	-2.0915711544036575	-0.7658932536370883	0.5408745007053126	0.7513468170377808	-0.27842589009491675	-0.7134671388422943	0.15818767765712266	0.24023043670134547	1.0299466276621667	-0.4241780094362478	1.1105835498141423	0.016891317699056854	0.9000026735928914	0.4221063105524736	-0.9455392636219815	1.6051524248374376	0.6735133923636041
person60	-0.23415681802467694	-1.5034943787904471	1.077518261310776	-1.9919334739063974	-0.44723150309851195	-1.9371444493668384	-0.3681678072240119	-1.0598655117093754	-0.22905669931229067	0.5032076094480887	0.3884341275678651	0.3226838836394571	0.39954030610554375	1.3690439019808074	-0.46773880479134006	-1.5686221819225215	0.2293031284006388	-1.2116355304708766	1.5400945241576243	-1.0440655940002341
person61	-1.6229009383613209	-0.45589726589995916	-0.3351103653947177	0.5015435823932143	-0.2213893769638993	-1.181495280476061	0.8224386595919186	-0.07042206401406156	0.21242977853670322	-0.027450115547759415	0.908091679473431	0.31027426597357616	0.42964266605546	0.07018595642471563	-0.13472216398518674	-1.6720620979316445	-0.41235478923236046	-0.12439809052704691	-0.14753795612339912	-1.0233293241760253
person62	-0.32720022398106574	1.0282122028106344	1.0729544271964795	-0.7087567553560342	0.6302775220615043	0.49677320976455397	-0.31197353617579077	0.21913276800418113	-1.2001284487158668	1.120267430898518	1.2221634933757595	-1.4409096010222402	0.10067641858914117	1.2819641723797777	-0.04557220216466382	-1.9387591555660015	-2.378778561285717	-1.2335026457992517	0.42158676100792764	-1.229883364235379
person63	0.8913009192505398	0.21314670802629948	-0.16417930880926587	2.3412607713871116	-1.036217538972704	0.04777289364705561	-0.10498232674593459	-0.39437681819212395	-2.01421208582607	0.7946194273267476	1.0492521276057196	-3.703828513594863	-0.643292310543337	1.3796017095764221	-1.340891022633545	0.028343733715353037	0.04034604890708717	-0.44509283546706985	-1.9834205721133422	0.62924509382899
person64	-1.2451481082359175	-0.7602952614198235	0.5720311603766853	1.4108866143239698	-0.5083823444127837	0.6152719147351512	-1.5822731134652492	0.02332352673161442	-1.034637395042081	-1.6135144077385226	-0.5254571091020812	-0.3950103702301901	0.6185201345373846	0.9712807234189392	0.5124737129693192	-0.42849933899333886	-1.150874632680926	0.3819500008009304	-1.1092287704133659	-0.8080177634917696
person65	-0.05465866189314826	0.12778868248728817	0.48457833268708483	0.0872865576258371	-0.628648452653087	-1.0536859659918976	1.8795773383486856	-0.6375441822394149	0.2199876347634731	0.6724513917975896	0.17279093827748168	0.868317972335694	2.0623591309214686	-2.201564913678474	1.3444049476055155	-0.18249132255165004	-0.20516032564414552	-0.4514002784275563	-0.06575782278932887	0.5499517219871558
person66	-0.44497406575800696	-0.7722860798635938	-0.16364288237982047	0.060650766420873393	2.0295689968587456	-0.49476112363119934	0.865799970900162	-0.697423994679819	0.8104042113338348	-0.2970432550073571	0.6776453033493457	0.48493679515822113	-0.07534240483395191	1.4313287059848012	-0.303462083681674	3.5438658598610693	1.1966311218458046	0.6790500830772969	1.1012955805793905	-0.4972674844685128
person67	1.5611262133769164	1.0074102864056915	-0.8961447607376162	2.66065244194833	-0.4438837181636727	-1.9337080714203385	-0.24100278878176992	-0.9237609453571918	0.22906898393648753	-0.6945816531329173	0.4195474041818004	0.41898867205419266	0.9457364240822844	-0.55873651963349	-0.9919800153632341	0.225773067041541	-0.11028586272487939	-0.6923952486121994	1.2466445892386553	1.4809721684946349
person68	-0.2548438668670232	-0.06275216841237284	-0.8230295842098478	-0.7604268394548246	0.17318990819690488	0.611966796932525	-0.6248035605039337	-0.41842263570991367	0.3066413592745049	-1.462186828308061	0.17219644806796827	-0.17436287637703735	0.10433094535046013	0.4165828445343158	-0.5534098533883851	0.1044417664369592	-1.7238753442228951	-0.6674725538655055	-1.0211920145272644	-0.048465580568333395
person69	-0.6841044124341435	0.724806954051577	-0.8305450586135826	-0.15541466689320327	2.608949192326078	0.18469985705732342	-0.43044489499494554	-0.6871055916596335	0.06399704619655718	-3.1718956263764606	-0.09292936493352232	-1.687272543192189	-1.1391810295581608	0.38662030909779777	0.9929392544179051	-0.7094664378958498	0.7653361060994265	-0.24596875130153803	0.06066318988971482	0.1657791032893484
person70	-1.9656583916544572	0.8085500672556771	-0.6408801660196988	1.1599077041768013	-0.3052488621698601	1.1276339914755278	0.09455366047042	2.340439674610438	-1.9258070072667808	0.6135964939884858	1.260520847174732	0.08006843411918621	0.19976331675508138	-0.1957502183965149	-0.08474487727148453	0.8765630261480764	-1.0745607975449054	2.0212106336857487	-0.6070753480598993	0.7460496290623748
person71	0.387614407008046	-1.2196204853251287	-0.03832777587007309	1.2323250969804347	0.737371234827664	1.2358462439090285	-0.5184556772139569	1.599527613283088	-0.6971264659335372	-0.09586501457026574	1.0577995670074696	0.44945773573698933	-2.505802592492723	-0.6022005914979813	-0.16799244704740096	0.6567469551955292	0.6763802152733126	0.7362526682297051	0.20608855707711926	1.2075078797522123
person72	-0.6308837386406954	-0.4706452302938401	0.8521447905120763	-0.8505064444366561	-0.17378184735514182	0.2557910928672642	-0.7040010159171243	0.8198077303476937	-0.7362394956905666	-0.8786395819920145	0.08379602601692585	0.8936411258531782	0.9381628682001684	0.9144268964345394	1.3343021084775133	0.7854808098973295	0.21836649444851425	-0.6198874822101488	0.24656405053818267	0.6955376979960569
